"","pri2","pri23","pri34","pri4","pos2","pos23","pos34","pos4","format2","format3","cred","info","priconfi","posconfi","negotiator","education","male","age","children","vulnerable","emerging","exporter","developed","emiter","mba"
"127",0.317460317,0.444444444,0.206349206,0.031746032,0.337209302,0.406976744,0.23255814,0.023255814,0,1,5.5,5.5,4,5,0,"d",1,65,2,0,0,0,1,1,0
"128",0.125,0.583333333,0.25,0.041666667,0.115384615,0.461538462,0.384615385,0.038461538,0,1,4,6,5,6,0,"f",1,27,0,0,1,0,1,0,0
"129",0.182608696,0.339130435,0.191304348,0.286956522,0.127906977,0.255813953,0.372093023,0.244186047,0,1,6,7,6,6,1,"f",0,29,0,1,1,0,0,0,0
"130",0,0.365384615,0.346153846,0.288461538,0.020833333,0.270833333,0.333333333,0.375,0,1,5,6,6,5,0,"d",0,24,0,0,0,1,1,1,0
"131",0,0,0.7,0.3,0,0,1,0,0,1,7,7,2,2,1,"e",1,37,1,1,0,0,0,0,0
"132",0,0,0.5,0.5,0,0,0.5,0.5,0,1,4,7,5,4,1,"e",1,47,3,1,1,0,0,0,0
"133",0.08,0.16,0.32,0.44,0.05,0.35,0.35,0.25,0,1,6,6,NA,5,1,"e",1,51,2,0,0,1,1,1,0
"134",0.016129032,0.150537634,0.338709677,0.494623656,0.07027027,0.172972973,0.308108108,0.448648649,0,1,5,4,5,4,0,"f",1,38,0,NA,NA,NA,NA,0,0
"135",0,0.7,0.3,0,0.019230769,0.480769231,0.480769231,0.019230769,0,1,6,6,4,4,0,"e",1,50,0,NA,NA,NA,NA,0,0
"136",0.166666667,0.166666667,0.5,0.166666667,0.148148148,0.148148148,0.148148148,0.555555556,0,1,4,7,6,7,1,"e",1,45,2,1,0,1,0,0,0
"137",0.074074074,0.222222222,0.407407407,0.296296296,0.106382979,0.319148936,0.340425532,0.234042553,0,1,6,5,5,5,1,"e",0,51,2,0,0,0,1,0,0
"138",0.071428571,0.142857143,0.285714286,0.5,0.037037037,0.111111111,0.333333333,0.518518519,0,1,3,4,6,5,1,"e",1,32,2,NA,NA,NA,NA,0,0
"139",0.018181818,0.345454545,0.609090909,0.027272727,0.018181818,0.345454545,0.609090909,0.027272727,0,1,1,1,4,4,0,"g",0,NA,1,NA,NA,NA,NA,0,0
"140",0,0.292682927,0.390243902,0.317073171,0,0.268292683,0.390243902,0.341463415,0,1,7,6,6,5,1,"e",1,37,0,1,0,1,0,0,0
"141",0.032467532,0.324675325,0.428571429,0.214285714,0.05,0.45,0.45,0.05,0,1,6,7,5,5,0,"e",1,31,0,NA,NA,NA,NA,0,0
"142",0,0,1,0,0.00990099,0.396039604,0.346534653,0.247524752,0,1,7,6,5,5,1,"g",0,38,0,0,1,1,0,0,0
"143",0.083333333,0.375,0.458333333,0.083333333,0.043478261,0.434782609,0.434782609,0.086956522,0,1,6,5,4,5,1,"g",1,38,2,0,0,0,1,0,0
"144",0.059288538,0.375494071,0.316205534,0.249011858,0.032467532,0.435064935,0.422077922,0.11038961,0,1,6,7,6,6,1,"g",1,41,1,0,1,0,1,0,0
"145",0,0.37037037,0.444444444,0.185185185,0,0.4,0.44,0.16,0,1,5,4,4,5,0,"g",1,35,2,NA,NA,NA,NA,0,0
"146",0.230769231,0.384615385,0.230769231,0.153846154,0.033333333,0.333333333,0.6,0.033333333,0,1,2,2,3,4,0,"e",1,36,2,NA,NA,NA,NA,0,0
"147",0.037234043,0.382978723,0.382978723,0.196808511,0.021428571,0.478571429,0.478571429,0.021428571,0,1,6,7,7,6,1,"e",1,34,0,1,0,0,0,0,0
"148",0,1,0,0,0.028571429,0.542857143,0.4,0.028571429,0,1,5,6,5,5,1,"e",0,43,3,0,0,0,1,1,0
"149",0.060606061,0.393939394,0.484848485,0.060606061,0,0.333333333,0.533333333,0.133333333,0,1,3,5,6,6,0,"e",0,40,0,NA,NA,NA,NA,0,0
"150",0.2,0.75,0.05,0,0.2,0.75,0.05,0,0,1,5,4,NA,4,0,"e",1,36,2,NA,NA,NA,NA,0,0
"151",0.416666667,0.416666667,0.083333333,0.083333333,0.081300813,0.512195122,0.325203252,0.081300813,0,1,4,6,3,6,0,"e",0,27,0,NA,NA,NA,NA,0,0
"152",0.044585987,0.159235669,0.477707006,0.318471338,0.053191489,0.308510638,0.425531915,0.212765957,0,1,4,4,4,4,1,"g",1,50,3,1,0,0,0,0,0
"153",0,0.75,0.25,0,0,0.5,0.5,0,0,1,3,5,NA,4,1,"e",1,38,2,0,0,0,1,1,0
"154",0.2,0.5,0.3,0,0.023809524,0.333333333,0.428571429,0.214285714,0,1,6,5,4,4,0,"e",1,28,0,NA,NA,NA,NA,0,0
"155",0.018867925,0.471698113,0.358490566,0.150943396,0.064814815,0.537037037,0.305555556,0.092592593,0,1,4,6,5,4,0,"e",0,25,0,NA,NA,NA,NA,0,0
"156",0.081300813,0.512195122,0.325203252,0.081300813,0.021052632,0.526315789,0.421052632,0.031578947,0,1,5,6,4,6,1,"e",1,27,0,0,0,0,1,1,0
"157",0.5,0.2,0.2,0.1,0.05,0.45,0.4,0.1,0,1,3,5,4,3,0,"e",1,29,0,NA,NA,NA,NA,0,0
"158",0.1875,0.53125,0.1875,0.09375,0,0.454545455,0.393939394,0.151515152,0,1,5,5,5,5,1,"d",0,52,0,0,0,0,1,0,0
"159",0,0.0625,0.375,0.5625,0.022900763,0.229007634,0.648854962,0.099236641,0,1,1,7,3,5,1,"g",0,37,0,0,1,0,1,0,0
"160",0.088235294,0.470588235,0.294117647,0.147058824,0.037037037,0.407407407,0.407407407,0.148148148,0,1,6,5,3,6,1,"e",1,30,0,1,0,0,0,0,0
"161",0.384615385,0.461538462,0.076923077,0.076923077,0.147058824,0.441176471,0.294117647,0.117647059,0,1,1,1,2,2,0,"d",0,63,2,0,0,0,1,1,0
"162",0.118644068,0.63559322,0.211864407,0.033898305,0.090909091,0.487012987,0.357142857,0.064935065,0,1,4,4,4,4,0,"g",1,70,3,NA,NA,NA,NA,0,0
"163",0,0.263157895,0.421052632,0.315789474,0,0.263157895,0.421052632,0.315789474,0,1,6,5,6,6,1,"e",1,35,2,1,0,0,0,0,0
"164",0.193939394,0.412121212,0.260606061,0.133333333,0.183908046,0.413793103,0.298850575,0.103448276,0,1,2,2,5,6,1,"g",0,34,0,1,0,1,0,0,0
"165",0.384615385,0.538461538,0.076923077,0,0.6,0.36,0.04,0,0,1,5,6,5,4,1,"e",0,47,2,1,0,0,0,0,0
"166",1,0,0,0,0.8,0.2,0,0,0,1,6,6,7,6,0,"e",1,39,2,NA,NA,NA,NA,0,0
"167",0.090909091,0.818181818,0.090909091,0,NA,NA,NA,NA,0,1,6,4,6,NA,0,"d",1,23,0,NA,NA,NA,NA,0,0
"168",0.56,0.24,0.16,0.04,0.56,0.24,0.16,0.04,0,1,6,6,4,NA,1,"f",1,54,11,1,0,0,0,0,0
"169",0.232394366,0.633802817,0.126760563,0.007042254,0.122699387,0.417177914,0.337423313,0.122699387,0,1,6,6,4,3,0,"g",1,49,2,NA,NA,NA,NA,0,0
"170",0.08,0.6,0.24,0.08,0.1,0.4,0.4,0.1,0,1,4,4,5,3,1,"e",1,41,2,0,0,1,1,1,0
"171",0.0625,0.260416667,0.260416667,0.416666667,0.043010753,0.403225806,0.403225806,0.150537634,0,1,6,5,5,7,1,"e",1,34,0,0,1,0,0,0,0
"172",0.074626866,0.507462687,0.253731343,0.164179104,0.074626866,0.507462687,0.253731343,0.164179104,0,1,6,6,4,5,1,"e",1,35,3,0,0,0,1,1,0
"173",0.416666667,0.277777778,0.194444444,0.111111111,0.274509804,0.31372549,0.254901961,0.156862745,0,1,3,4,5,5,1,"e",1,48,3,0,1,0,0,0,0
"174",0.027777778,0.138888889,0.5,0.333333333,0.045454545,0.454545455,0.454545455,0.045454545,0,1,5,5,6,6,0,"g",1,59,2,NA,NA,NA,NA,0,0
"175",0,0,0.9,0.1,0,0,0.9,0.1,0,1,5,3,7,7,1,"e",1,65,4,0,1,0,0,0,0
"176",0.015873016,0.333333333,0.523809524,0.126984127,0.047619048,0.365079365,0.507936508,0.079365079,0,1,6,6,3,5,0,"e",1,52,2,NA,NA,NA,NA,0,0
"177",0,0.586206897,0.413793103,0,0,0.5,0.45,0.05,0,1,1,1,6,3,1,"g",1,45,3,1,0,0,0,0,0
"178",0.066115702,0.561983471,0.314049587,0.05785124,0.056737589,0.638297872,0.24822695,0.056737589,0,1,NA,NA,5,6,0,"e",1,39,0,NA,NA,NA,NA,0,0
"179",0.043209877,0.135802469,0.512345679,0.308641975,0.057142857,0.171428571,0.485714286,0.285714286,0,1,7,6,6,6,0,"e",1,46,2,NA,NA,NA,NA,0,0
"180",0,0.333333333,0.333333333,0.333333333,0,0.454545455,0.454545455,0.090909091,0,1,5,5,2,4,0,"g",0,34,0,NA,NA,NA,NA,0,0
"181",0.171974522,0.50955414,0.318471338,0,0.066666667,0.433333333,0.433333333,0.066666667,0,1,5,2,3,4,0,"e",0,26,0,NA,NA,NA,NA,0,0
"182",0.101083032,0.321299639,0.288808664,0.288808664,0.037735849,0.283018868,0.339622642,0.339622642,0,1,4,4,1,3,0,"e",0,28,0,NA,NA,NA,NA,0,0
"183",0.150837989,0.223463687,0.279329609,0.346368715,0.14516129,0.225806452,0.279569892,0.349462366,0,1,2,2,1,1,1,"e",1,30,0,1,0,0,0,0,0
"184",0.378378378,0.297297297,0.216216216,0.108108108,0.405405405,0.297297297,0.216216216,0.081081081,0,1,4,5,5,6,1,"g",1,55,2,0,0,0,1,0,0
"185",0,0.535117057,0.464882943,0,0.031088083,0.404145078,0.512953368,0.051813472,0,1,6,4,4,2,0,"g",1,51,1,1,0,0,0,0,0
"186",0.138408304,0.276816609,0.346020761,0.238754325,0.173160173,0.346320346,0.264069264,0.216450216,0,0,3,4,5,5,1,"e",1,50,3,1,0,0,0,0,0
"187",0.025641026,0.677655678,0.205128205,0.091575092,0.022058824,0.533088235,0.275735294,0.169117647,1,0,6,5,5,4,0,"g",1,67,2,0,0,1,1,1,0
"188",0.15503876,0.38372093,0.310077519,0.151162791,0.153846154,0.384615385,0.307692308,0.153846154,1,0,4,4,5,5,0,"g",1,45,1,0,0,0,1,1,0
"189",0.05,0.4,0.4,0.15,0.050505051,0.47979798,0.429292929,0.04040404,0,0,5,7,5,6,1,"e",1,30,0,0,0,0,1,1,0
"190",0.4,0.4,0.133333333,0.066666667,0.4,0.4,0.133333333,0.066666667,1,0,4,5,6,6,1,"e",1,30,0,0,0,0,1,1,0
"191",0.076923077,0.269230769,0.5,0.153846154,0.083333333,0.291666667,0.541666667,0.083333333,0,0,5,4,3,3,1,"f",1,59,2,1,1,0,0,0,0
"192",0.1,0.25,0.5,0.15,0.05,0.3,0.5,0.15,0,1,6,5,5,5,0,"f",0,69,0,NA,NA,NA,NA,0,0
"193",0.15,0.7,0.1,0.05,0.15,0.7,0.1,0.05,0,0,6,4,6,6,0,"e",1,59,1,NA,NA,NA,NA,0,0
"194",0.1,0.3,0.3,0.3,0.1,0.3,0.3,0.3,0,0,6,6,2,2,1,"e",1,57,0,0,0,0,1,1,0
"195",0.192771084,0.445783133,0.301204819,0.060240964,0.075268817,0.430107527,0.430107527,0.064516129,0,1,4,2,5,5,0,"e",1,45,0,NA,NA,NA,NA,0,0
"196",0.023809524,0.238095238,0.30952381,0.428571429,0.05,0.25,0.25,0.45,0,0,5,7,4,4,0,"e",0,49,2,NA,NA,NA,NA,0,0
"197",0.01,0.27,0.33,0.39,0.009803922,0.264705882,0.343137255,0.382352941,0,0,6,7,5,4,1,"g",0,NA,NA,1,0,0,0,0,0
"198",0.132352941,0.455882353,0.25,0.161764706,0.157142857,0.442857143,0.242857143,0.157142857,0,0,5,6,4,4,0,"e",1,61,1,0,0,0,1,1,0
"199",0.081967213,0.278688525,0.31147541,0.327868852,0.025,0.475,0.475,0.025,0,0,4,4,6,6,1,"e",0,NA,2,NA,NA,NA,NA,0,0
"200",0.166666667,0.277777778,0.166666667,0.388888889,0.153846154,0.307692308,0.153846154,0.384615385,0,0,4,3,3,4,0,"f",1,34,2,1,0,0,0,0,0
"201",0.3125,0.46875,0.15625,0.0625,0.045454545,0.454545455,0.454545455,0.045454545,0,0,6,7,5,7,0,"g",0,48,0,0,0,0,1,1,0
"202",0,1,0,0,0,1,0,0,1,0,6,6,4,4,1,"e",1,57,1,0,0,0,1,1,0
"203",0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,1,6,6,NA,5,0,"f",0,52,3,0,0,0,1,1,0
"204",0,0,0.5,0.5,0,0,0.5,0.5,0,0,5,5,5,5,1,"g",1,NA,NA,0,1,1,0,1,0
"205",0,0,0.15,0.85,0,0.05,0.2,0.75,0,0,5,6,6,4,0,"g",1,48,2,NA,NA,NA,NA,0,0
"206",0,0.2,0.4,0.4,0,0.2,0.4,0.4,0,0,2,1,2,NA,0,"g",0,69,4,NA,NA,NA,NA,0,0
"207",0.35,0.5,0.1,0.05,0.15,0.45,0.35,0.05,1,0,5,6,2,3,1,"e",1,45,3,0,0,0,1,0,0
"208",0.947368421,0.052631579,0,0,0.1,0.9,0,0,0,0,7,2,4,5,0,"e",0,35,0,1,0,0,0,0,0
"209",0.217391304,0.391304348,0.304347826,0.086956522,0.058823529,0.470588235,0.411764706,0.058823529,0,1,5,7,5,5,0,"g",1,55,1,0,0,0,1,1,0
"210",0.208333333,0.416666667,0.291666667,0.083333333,0.068627451,0.490196078,0.392156863,0.049019608,1,0,3,3,2,2,0,"g",1,56,2,0,0,0,1,1,0
"211",0.0625,0.125,0.4375,0.375,0.027777778,0.194444444,0.444444444,0.333333333,1,0,6,6,6,6,0,"e",1,25,0,NA,NA,NA,NA,0,0
"212",0.090909091,0.454545455,0.363636364,0.090909091,0.571428571,0.357142857,0.071428571,0,1,0,5,4,NA,5,1,"g",1,55,4,1,0,0,0,0,0
"213",0.1875,0.4375,0.1875,0.1875,0.1875,0.4375,0.1875,0.1875,1,0,3,3,5,5,0,"f",0,64,2,0,0,0,1,1,0
"214",0.294117647,0.441176471,0.176470588,0.088235294,0.172413793,0.517241379,0.206896552,0.103448276,1,0,6,6,5,4,1,"e",1,29,NA,0,0,0,1,1,0
"215",0.1,0.7,0.2,0,0.08,0.49,0.4,0.03,1,0,4,5,5,5,1,"e",1,28,0,0,0,0,1,1,0
"216",0.133004926,0.300492611,0.369458128,0.197044335,0.121212121,0.181818182,0.454545455,0.242424242,0,1,6,6,4,4,0,"f",0,37,0,0,1,1,0,1,0
"217",0.090225564,0.541353383,0.278195489,0.090225564,0.084507042,0.535211268,0.295774648,0.084507042,0,1,6,5,6,6,1,"e",1,57,1,0,0,0,1,1,0
"218",0.0476190476190476,0.333333333333333,0.404761904761905,0.214285714285714,0.0638297872340425,0.382978723404255,0.382978723404255,0.170212765957447,0,0,7,4,5,5,0,"d",1,23,0,0,1,0,0,1,1
"219",0.141509433962264,0.455974842767296,0.232704402515723,0.169811320754717,0.05,0.45,0.45,0.05,0,0,5,3,3,4,0,"d",1,23,0,0,1,0,1,1,1
"220",0.107142857142857,0.178571428571429,0.535714285714286,0.178571428571429,0.0967741935483871,0.258064516129032,0.548387096774194,0.0967741935483871,0,0,5,4,3,5,0,"e",1,23,0,0,0,0,1,0,1
"221",0.05,0.4,0.35,0.2,0.05,0.45,0.4,0.1,0,0,NA,5,4,NA,0,"e",1,23,0,0,1,0,0,1,1
"222",0.0491803278688525,0.573770491803279,0.327868852459016,0.0491803278688525,0.0151515151515152,0.53030303030303,0.393939393939394,0.0606060606060606,0,0,NA,6,2,2,0,"d",0,24,0,0,1,1,0,1,1
"223",0.05,0.2,0.6,0.15,0.05,0.45,0.45,0.05,0,0,5,5,4,4,0,"d",0,25,0,0,0,0,1,1,1
"224",0.552631578947368,0.342105263157895,0.0789473684210526,0.0263157894736842,0.425,0.425,0.125,0.025,0,0,2,3,3,4,0,"d",1,24,0,0,0,0,1,1,1
"225",0.0625,0.40625,0.5,0.03125,0.0526315789473684,0.394736842105263,0.447368421052632,0.105263157894737,0,0,4,2,4,4,0,"d",1,21,0,0,0,0,1,1,1
"226",0.1,0.8,0.05,0.05,0.0238095238095238,0.476190476190476,0.476190476190476,0.0238095238095238,0,0,6,7,5,7,0,"e",1,25,0,0,0,0,1,1,1
"227",0.0357142857142857,0.521428571428571,0.342857142857143,0.1,0.0303030303030303,0.515151515151515,0.363636363636364,0.0909090909090909,0,0,6,6,5,5,0,"d",1,23,0,0,1,1,0,1,1
"228",0.011142061281337,0.153203342618384,0.417827298050139,0.417827298050139,0.0140845070422535,0.164319248826291,0.39906103286385,0.422535211267606,0,0,6,5,6,5,0,"e",0,23,0,0,1,1,0,1,1
"229",0.29673590504451,0.459940652818991,0.166172106824926,0.0771513353115727,0.208955223880597,0.405970149253731,0.283582089552239,0.101492537313433,0,0,4,4,5,5,0,"e",0,23,0,0,0,0,0,1,1
"230",0.126760563380282,0.422535211267606,0.328638497652582,0.122065727699531,0.133663366336634,0.371287128712871,0.297029702970297,0.198019801980198,0,0,5,4,6,5,0,"d",1,28,0,0,0,0,0,0,1
"231",0.0759493670886076,0.424050632911392,0.360759493670886,0.139240506329114,0.0957446808510638,0.409574468085106,0.281914893617021,0.212765957446809,0,0,5,5,4,4,0,"d",0,26,0,0,1,0,0,1,1
"232",0.266666666666667,0.3,0.266666666666667,0.166666666666667,0.254237288135593,0.305084745762712,0.254237288135593,0.186440677966102,0,0,7,6,5,5,0,"d",0,23,0,0,0,0,0,0,1
"233",0.204545454545455,0.568181818181818,0.151515151515152,0.0757575757575758,0.177215189873418,0.506329113924051,0.253164556962025,0.0632911392405063,0,0,5,3,6,6,0,"e",1,26,0,0,1,0,0,0,1
"234",0.0454545454545455,0.386363636363636,0.318181818181818,0.25,0.0476190476190476,0.476190476190476,0.476190476190476,0,0,0,6,6,5,4,0,"e",1,25,0,0,0,0,0,0,1
"235",0.291666666666667,0.375,0.166666666666667,0.166666666666667,0.222222222222222,0.666666666666667,0.111111111111111,0,0,0,5,3,5,5,0,"d",1,22,0,1,0,0,0,0,1
"236",0.150442477876106,0.460176991150442,0.327433628318584,0.0619469026548673,0.0642201834862385,0.431192660550459,0.440366972477064,0.0642201834862385,0,0,6,5,3,4,0,"d",1,25,0,0,0,1,1,0,1
"237",0.159090909090909,0.272727272727273,0.340909090909091,0.227272727272727,0.0975609756097561,0.24390243902439,0.390243902439024,0.268292682926829,0,0,4,4,5,5,0,"d",0,26,0,0,0,0,0,0,1
"238",0.225806451612903,0.419354838709677,0.225806451612903,0.129032258064516,0.40625,0.40625,0.09375,0.09375,0,0,NA,NA,4,4,0,"d",1,22,0,0,0,0,1,0,1
"239",0.1,0.5,0.3,0.1,0.1,0.6,0.2,0.1,0,0,5,5,5,6,0,"d",1,26,NA,0,0,0,1,1,1
"240",0.185185185185185,0.444444444444444,0.259259259259259,0.111111111111111,0.147058823529412,0.382352941176471,0.323529411764706,0.147058823529412,0,0,3,4,3,5,0,"d",1,23,0,0,0,1,1,0,1
"241",0.15,0.4,0.4,0.05,0,0.45,0.45,0.1,0,0,4,3,4,5,0,"d",0,23,NA,0,0,0,1,1,1
"242",0,0.5,0.4,0.1,0.05,0.5,0.45,0,0,0,6,6,3,6,0,"d",1,25,0,0,1,0,1,1,1
"243",0.5,0.444444444444444,0.0555555555555556,0,0.05,0.45,0.45,0.05,0,0,6,6,4,6,0,"d",1,28,0,0,1,1,0,1,1
"244",0.247524752475248,0.495049504950495,0.178217821782178,0.0792079207920792,0.0454545454545455,0.454545454545455,0.454545454545455,0.0454545454545455,0,0,6,5,2,6,0,"d",1,24,0,0,1,0,1,0,1
"245",0.137755102040816,0.193877551020408,0.270408163265306,0.397959183673469,0.0614035087719298,0.43859649122807,0.43859649122807,0.0614035087719298,0,0,5,6,5,5,0,"d",0,24,0,0,1,1,0,0,1
"246",0.5,0.2,0.2,0.1,0.177631578947368,0.328947368421053,0.328947368421053,0.164473684210526,0,0,5,6,4,4,0,"d",0,22,0,0,1,0,0,0,1
"247",0.303030303030303,0.454545454545455,0.181818181818182,0.0606060606060606,0.24390243902439,0.439024390243902,0.195121951219512,0.121951219512195,0,0,5,5,3,3,0,"d",0,25,0,0,0,1,1,1,1
"248",0.3,0.3,0.2,0.2,0.05,0.45,0.45,0.05,0,0,5,5,1,2,0,"d",0,24,0,0,0,0,1,1,1
"249",0.105263157894737,0.473684210526316,0.263157894736842,0.157894736842105,0.0454545454545455,0.454545454545455,0.454545454545455,0.0454545454545455,0,0,6,5,6,6,0,"d",1,25,0,0,1,1,0,1,1
"250",0.761904761904762,0.0476190476190476,0.142857142857143,0.0476190476190476,0.64,0.2,0.12,0.04,0,0,2,2,6,6,0,"d",1,25,0,0,0,0,0,0,1
"251",0.190140845070423,0.26056338028169,0.549295774647887,0,0.115942028985507,0.318840579710145,0.565217391304348,0,0,0,5,4,2,3,0,"d",0,22,0,0,0,0,1,1,1
