,pri2,pri23,pri34,pri4,pos2,pos23,pos34,pos4,format2,format3,cred,info,priconfi,posconfi,negotiator,education,male,age,children,vulnerable,emerging,exporter,developed,emiter,mba
40,0.05,0.35,0.7,0.1,0.1,0.5,0.7,0.1,0,0,4,4,5,4,0,g,1,36,2,0,0,0,1,0,0
41,0.75,0.6,0.37,0.2,0.75,0.56,0.37,0.2,0,0,4,3,4,5,1,d,0,40,0,1,0,0,0,0,0
42,0.85,0.6,0.1,0.125,0.075,0.3,0.65,0.8,0,0,6,5,5,5,1,e,1,30,0,1,0,0,0,0,0
43,0.4,0.65,0.75,0.95,0.45,0.7,0.75,0.95,0,0,3,3,3,2,1,e,1,43,2,1,0,0,0,0,0
44,0,0.3,0.7,0,0,0.3,0.7,0,0,0,7,5,7,7,1,g,0,45,1,NA,NA,NA,NA,0,0
45,0,0,0.77,0,0,0,0.68,0,0,0,3,4,5,5,1,f,0,60,3,1,0,0,0,0,0
46,0.2,0.75,0.4,0.1,0.1,0.75,0.6,0.1,0,0,5,5,4,5,0,f,0,NA,NA,NA,NA,NA,NA,0,0
47,0.2,0.8,0.1,0,0.2,0.8,0,0,0,0,5,4,5,5,0,d,1,38,4,NA,NA,NA,NA,0,0
48,0,1,0,0,0,0.5,0.5,0,0,0,4,5,3,4,0,g,0,26,0,NA,NA,NA,NA,0,0
49,0.6,0.4,0,0,0.3,0.5,0.15,0,0,0,4,4,5,5,0,e,1,26,0,NA,NA,NA,NA,0,0
50,0.05,0.5,0.5,0.1,0,0.5,0.5,0,0,0,5,3,6,3,0,e,1,62,4,NA,NA,NA,NA,0,0
51,0.05,0.35,0.8,0.6,0,0.5,0.8,0.15,0,0,3,3,3,4,0,g,1,33,0,NA,NA,NA,NA,0,0
52,0,0.5,0,0,0,0.5,0.4,0,0,0,4,4,2,2,0,e,1,41,1,0,0,1,1,0,0
53,0,0,0,0.8,0,0,0,0.9,0,0,6,6,4,6,1,f,0,66,5,1,1,0,0,0,0
54,0,0,0.8,0.8,0,0.15,0.5,0.5,0,0,2,4,2,2,0,c,1,21,0,NA,NA,NA,NA,0,0
55,0,1,0,0,0,0.8,0.2,0,0,0,6,6,4,6,0,e,1,60,3,NA,NA,NA,NA,1,0
56,0.05,0.75,0.15,0.05,0.05,0.5,0.4,0.05,0,0,6,5,3,4,0,d,1,24,0,NA,NA,NA,NA,0,0
57,0.1,0.8,0.8,0.7,0.1,0.8,0.8,0.7,0,0,6,6,6,6,1,e,1,56,3,1,1,0,0,0,0
58,0.05,0.1,0.8,0,0.05,0.1,0.8,0,0,0,4,4,5,5,0,e,1,40,2,1,0,0,0,0,0
59,0,1,0.9,0.75,0,0.95,0.9,0.85,1,0,6,6,7,7,0,f,1,73,1,NA,NA,NA,NA,0,0
60,0.5,0.65,0.25,0.05,0.5,0.6,0.35,0.15,1,0,5,5,4,4,1,e,1,NA,4,1,0,0,0,0,0
61,0,0.7,0,0,0,0.7,0,0,1,0,4,3,5,5,0,e,0,50,2,0,0,0,1,1,0
62,0.025,0.325,0.675,0.9,0,0.625,0.9,0.9,1,0,4,6,5,6,0,d,0,23,0,0,0,1,1,0,0
63,0.05,0.25,0.9,0.35,0.1,0.25,0.8,0.6,1,0,6,6,6,6,0,e,1,28,0,0,0,1,1,1,0
64,0.25,0.9,0.3,0.6,0.25,0.95,0.4,0.5,1,0,4,4,5,4,0,f,1,45,0,1,0,0,0,0,0
65,0.3,0.8,0.2,0.2,0.2,0.65,0.55,0.2,1,0,3,3,5,5,0,e,0,42,0,1,0,0,0,0,0
66,0.95,0.025,0.025,0.025,0.95,0.025,0.025,0.025,1,0,5,7,7,6,0,g,0,45,1,0,1,1,0,1,0
67,0.175,0.725,0.375,0.075,0.175,0.475,0.225,0.125,1,0,2,2,2,3,0,e,0,31,0,0,0,0,1,1,0
68,0.5,0.75,0.4,0.1,0.5,0.75,0.4,0.1,1,0,6,5,6,6,0,e,0,45,2,1,0,0,0,0,0
69,0.1,0.75,0.75,0.5,0.05,0.85,0.85,0.5,1,0,7,5,3,4,0,d,0,21,0,0,0,0,1,0,0
70,0.05,0.2,0.5,0.25,0.025,0.3,0.525,0.15,1,0,5,5,2,4,1,e,1,35,0,1,0,1,0,1,0
71,0.3,0.4,0.25,0.35,0.25,0.3,0.4,0.2,1,0,4,4,4,4,1,e,1,40,4,1,0,0,0,0,0
72,0.1,0.25,0.65,0,0,0.5,0.5,0,1,0,5,3,6,5,1,e,1,50,0,1,1,0,0,0,0
73,0,0.8,0.2,0,0,0.8,0.2,0,1,0,2,5,5,5,0,g,1,64,3,NA,NA,NA,NA,0,0
74,0,0.8,0.3,0.05,0.1,0.8,0.2,0.05,1,0,5,6,1,4.5,1,e,1,60,3,1,0,0,0,0,0
75,0.1,0.85,0.5,0,0.75,0.5,0,0,1,0,4,5,7,5,1,e,1,55,4,0,1,0,0,0,0
76,0.05,0.1,0.5,0.9,0.05,0.75,0.75,0.05,1,0,5,5,3,5,1,e,1,26,0,1,0,1,0,0,0
77,0.625,0.5,0.5,0.5,0.1,0.6,0.75,0.7,1,0,4,5,4,4,0,e,1,24,0,NA,NA,NA,NA,0,0
78,0.275,0.78,0.17,0.08,0.12,0.77,0.78,0.21,1,0,3,3,3,4,0,e,1,35,0,NA,NA,NA,NA,0,0
79,0,0.9,0,0,0,0,0,0.5,1,0,6,6,7,7,0,e,1,30,NA,0,1,1,0,1,0
80,0,0.65,0,0,0,0,1,0,1,0,6,5.5,1,4,1,e,0,30,0,0,0,1,0,0,0
81,0.75,0.05,0.05,0.05,0.7,0.85,0.8,0.25,1,0,5,6,5,6,1,e,1,52,1,1,1,0,0,0,0
82,0,0.75,0.9,0.5,0.1,0.75,0.9,0.95,1,0,4,5,NA,5,1,e,1,42,2,1,1,0,0,0,0
83,0.25,0.8,0.7,0.3,0.1,0.5,0.5,0.2,1,0,5,5,5,5,0,e,1,32,1,1,0,0,0,0,0
84,0,0.75,0,0,0,0.75,0,0,1,0,7,5,5,5,1,e,1,35,0,1,0,0,0,0,0
85,0.1,0.8,0.65,0.1,0.6,0.5,0.25,0.1,1,0,4,5,5,4,1,d,1,27,0,0,1,0,1,1,0
86,0,0,1,0,0,0,1,0,1,0,1,1,NA,1,1,d,1,NA,NA,1,0,0,0,0,0
87,0.6,0.5,0.5,0.5,0.4,0.5,0.65,0.6,1,0,5,6,4,4,1,c,0,47,2,1,0,0,0,0,0
88,0,1,0,0,0,1,0,0,1,0,4,4,4,4,0,f,0,49,3,NA,NA,NA,NA,0,0
89,0.3,0.75,0.5,0.35,0.1,0.75,0.5,0,1,0,4,5,5,6,1,g,1,46,3,1,0,0,0,0,0
90,0.02,0.86,0.08,0.08,0.12,0.68,0.05,0.01,1,0,4,4,5,4,0,f,0,39,0,NA,NA,NA,NA,0,0
91,0,0.1,0.3,0.9,0,0.5,0.32,0.95,1,0,3,4,NA,6,1,,1,38,5,1,0,0,0,0,0
92,0,0.4,0.6,0,0.05,0.4,0.45,0.1,1,0,5,4,6,6,0,e,1,35,2,NA,NA,NA,NA,0,0
93,0.3,0.7,0.5,0.05,0.3,0.7,0.5,0.05,1,0,7,6,7,7,0,e,1,26,0,NA,NA,NA,NA,0,0
94,0.3,0.5,0.3,0,0.25,0.5,0.25,0,1,0,4,5,6,6,0,g,1,53,2,NA,NA,NA,NA,0,0
95,0,0.75,0.25,0,0,0.75,0.25,0,1,0,NA,NA,3,3,1,e,0,NA,NA,0,0,0,1,1,0
96,0.25,0.4,0.55,0.2,0.15,0.75,0.25,0.15,1,0,6,5,5,5,0,c,1,32,2,0,0,0,1,1,0
97,0,0,1,0,0,0,1,0,1,0,4,7,7,7,0,g,0,47,3,1,0,0,0,0,0
98,0.175,0.52,0.87,0.37,0.08,0.8,0.8,0.07,1,0,3,4,2,2,0,e,1,31,0,0,0,0,1,0,0
99,0.3,0.5,0.85,0.9,0.25,0.9,0.9,0.45,1,0,6,7,6,7,0,e,1,28,0,0,0,1,1,1,0
100,0.27,0.77,0.52,0.52,0.07,0.75,0.75,0.28,1,0,6,6,7,6,0,e,1,28,0,NA,NA,NA,NA,0,0
101,0.025,0.125,0.38,0.63,0.025,0.125,0.38,0.63,1,0,4,5,6,4,0,g,0,43,3,NA,NA,NA,NA,0,0
102,0.3,0.7,0.8,0.3,0.2,0.5,0.5,0.2,1,0,6,5,5,5,0,e,1,34,0,NA,NA,NA,NA,1,0
103,1,0,0,0,1,0,0,0,1,0,1,1,7,7,1,e,0,45,3,1,0,0,0,0,0
104,0.3,0.5,0.4,0,0.25,0.5,0.45,0,1,0,5,5,3,4,1,g,0,33,0,0,1,1,0,1,0
105,0.025,0.17,0.725,0.275,0.03,0.37,0.87,0.67,1,0,5,4,4,5,1,e,0,62,0,0,0,1,1,1,0
106,0.6,0.6,0.4,0.3,0.07,0.47,0.43,0.03,1,0,4,4,3,5,1,e,1,36,1,0,0,1,1,1,0
107,0.32,0.43,0.32,0.13,0.17,0.27,0.27,0.13,1,0,2,4,2,3,1,e,1,26,0,0,0,1,1,1,0
108,0.2,0.5,0.8,0.3,0.1,0.8,0.8,0.1,1,0,3,4,2,2,0,e,1,30,0,NA,NA,NA,NA,0,0
109,0.3,0.8,0.2,0,0.3,0.8,0.2,0,1,0,5,5,4,NA,1,g,1,44,3,0,1,0,0,0,0
110,0.97,0.53,0.97,0.92,0.5,0.77,0.93,0.98,1,0,6,3,6,6,0,g,0,48,5,1,0,0,0,0,0
111,0.25,0.6,0,0,0.4,0.65,0,0,1,0,5,6,4,6,1,e,1,60,5,1,0,0,0,0,0
112,0.22,0.87,0.67,0.53,0.17,0.62,0.53,0.23,1,0,5,3,5,3,0,e,0,35,0,0,0,1,1,1,0
113,0.3,0.5,0.15,0.05,0.2,0.55,0.15,0.1,1,0,5,3,5,3,0,e,1,31,0,NA,NA,NA,NA,1,0
114,0,0.2,0.8,0.1,0.05,0.42,0.55,0.1,1,0,5,5,4,5,0,f,0,35,1,0,0,0,1,1,0
115,0.05,0.5,0.75,0.3,0.05,0.5,0.75,0.1,1,0,4,4,3,4,1,f,1,58,1,0,0,1,0,0,0
116,0,0.1,0.3,0.5,0,0.5,0.4,0.3,1,0,3,3,4,4,0,e,1,38,2,NA,NA,NA,NA,0,0
117,0.125,0.575,0.275,0.025,0.075,0.525,0.325,0.125,1,0,5,5,5,5,0,e,1,36,2,0,0,0,1,0,0
118,0.1,0.7,0.8,0.7,0.1,0.7,0.85,0.6,0,1,2,3,5,4,0,e,0,21,0,1,0,0,0,0,0
119,0.15,0.9,0.3,0.05,0,0.3,0.45,0.45,0,1,5,4,5,4,0,e,1,63,2,0,0,1,1,1,0
120,0.3,0.8,0.2,0.05,0.3,0.8,0.5,0.3,0,1,4,5,5,7,1,e,1,35,0,0,0,0,1,1,0
121,0.05,0.4,0.45,0.15,0.15,0.25,0.3,0.25,0,1,5,3,NA,NA,1,e,0,35,1,0,0,0,1,0,0
122,0.025,0.125,0.925,0.925,0.025,0.125,0.75,0.85,0,1,6,6,7,5,1,e,0,38,0,1,0,0,0,0,0
123,0.25,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0,1,6,5,5,5,1,g,1,56,0,0,0,0,1,1,0
124,0,0,0.25,0.75,0,0.05,0.75,0.15,0,1,6,7,7,5,0,g,0,53,2,0,1,0,0,1,0
125,0.3,0.4,0.8,0.3,0.25,0.4,0.8,0.3,0,1,3,5,4,4,0,g,1,56,2,0,0,0,1,1,0
126,0,0.15,0.75,0.05,0.1,0.2,0.75,0.1,0,1,6,6,5,5,0,f,1,69,2,0,0,1,1,0,0
127,0.5,0.7,0.325,0.05,0.725,0.875,0.5,0.05,0,1,5.5,5.5,4,5,0,d,1,65,2,0,0,0,1,1,0
128,0.15,0.7,0.3,0.05,0.15,0.6,0.5,0.05,0,1,4,6,5,6,0,f,1,27,0,0,1,0,1,0,0
129,0.525,0.975,0.55,0.825,0.275,0.55,0.8,0.525,0,1,6,7,6,6,1,f,0,29,0,1,1,0,0,0,0
130,0,0.95,0.9,0.75,0.05,0.65,0.8,0.9,0,1,5,6,6,5,0,d,0,24,0,0,0,1,1,1,0
131,0,0,0.7,0.3,0,0,1,0,0,1,7,7,2,2,1,e,1,37,1,1,0,0,0,0,0
132,0,0,0.5,0.5,0,0,0.5,0.5,0,1,4,7,5,4,1,e,1,47,3,1,1,0,0,0,0
133,0.1,0.2,0.4,0.55,0.05,0.35,0.35,0.25,0,1,6,6,NA,5,1,e,1,51,2,0,0,1,1,1,0
134,0.03,0.28,0.63,0.92,0.13,0.32,0.57,0.83,0,1,5,4,5,4,0,f,1,38,0,NA,NA,NA,NA,0,0
135,0,0.7,0.3,0,0.02,0.5,0.5,0.02,0,1,6,6,4,4,0,e,1,50,0,NA,NA,NA,NA,0,0
136,0.25,0.25,0.75,0.25,0.2,0.2,0.2,0.75,0,1,4,7,6,7,1,e,1,45,2,1,0,1,0,0,0
137,0.1,0.3,0.55,0.4,0.1,0.3,0.32,0.22,0,1,6,5,5,5,1,e,0,51,2,0,0,0,1,0,0
138,0.1,0.2,0.4,0.7,0.05,0.15,0.45,0.7,0,1,3,4,6,5,1,e,1,32,2,NA,NA,NA,NA,0,0
139,0.02,0.38,0.67,0.03,0.02,0.38,0.67,0.03,0,1,1,1,4,4,0,g,0,NA,1,NA,NA,NA,NA,1,0
140,0,0.6,0.8,0.65,0,0.55,0.8,0.7,0,1,7,6,6,5,1,e,1,37,0,1,0,1,0,0,0
141,0.05,0.5,0.66,0.33,0.05,0.45,0.45,0.05,0,1,6,7,5,5,0,e,1,31,0,NA,NA,NA,NA,0,0
142,0,0,0.8,0,0.02,0.8,0.7,0.5,0,1,7,6,5,5,1,g,0,38,0,0,1,1,0,0,0
143,0.1,0.45,0.55,0.1,0.05,0.5,0.5,0.1,0,1,6,5,4,5,1,g,1,38,2,0,0,0,1,0,0
144,0.15,0.95,0.8,0.63,0.05,0.67,0.65,0.17,0,1,6,7,6,6,1,g,1,41,1,0,1,0,1,0,0
145,0,0.5,0.6,0.25,0,0.5,0.55,0.2,0,1,5,4,4,5,0,g,1,35,2,NA,NA,NA,NA,0,0
146,0.3,0.5,0.3,0.2,0.05,0.5,0.9,0.05,0,1,2,2,3,4,0,e,1,36,2,NA,NA,NA,NA,0,0
147,0.07,0.72,0.72,0.37,0.03,0.67,0.67,0.03,0,1,6,7,7,6,1,e,1,34,0,1,0,0,0,0,0
148,0,0.8,0,0,0.03,0.57,0.42,0.03,0,1,5,6,5,5,1,e,0,43,3,0,0,0,1,1,0
149,0.1,0.65,0.8,0.1,0,0.5,0.8,0.2,0,1,3,5,6,6,0,e,0,40,0,NA,NA,NA,NA,0,0
150,0.2,0.75,0.05,0,0.2,0.75,0.05,0,0,1,5,4,NA,4,0,e,1,36,2,NA,NA,NA,NA,0,0
151,0.5,0.5,0.1,0.1,0.1,0.63,0.4,0.1,0,1,4,6,3,6,0,e,0,27,0,NA,NA,NA,NA,0,0
152,0.07,0.25,0.75,0.5,0.1,0.58,0.8,0.4,0,1,4,4,4,4,1,g,1,50,3,1,0,0,0,0,0
153,0,0.75,0.25,0,0,0.5,0.5,0,0,1,3,5,NA,4,1,e,1,38,2,0,0,0,1,1,0
154,0.2,0.5,0.3,0,0.025,0.35,0.45,0.225,0,1,6,5,4,4,0,e,1,28,0,0,0,0,1,1,0
155,0.02,0.5,0.38,0.16,0.07,0.58,0.33,0.1,0,1,4,6,5,4,0,e,0,25,0,0,0,0,1,1,0
156,0.1,0.63,0.4,0.1,0.02,0.5,0.4,0.03,0,1,5,6,4,6,1,e,1,27,0,0,0,0,1,1,0
157,0.5,0.2,0.2,0.1,0.05,0.45,0.4,0.1,0,1,3,5,4,3,0,e,1,29,0,0,0,0,1,1,0
158,0.3,0.85,0.3,0.15,0,0.75,0.65,0.25,0,1,5,5,5,5,1,d,0,52,0,0,0,0,1,0,0
159,0,0.1,0.6,0.9,0.03,0.3,0.85,0.13,0,1,1,7,3,5,1,g,0,37,0,0,1,0,1,0,0
160,0.15,0.8,0.5,0.25,0.05,0.55,0.55,0.2,0,1,6,5,3,6,1,e,1,30,0,1,0,0,0,0,0
161,0.25,0.3,0.05,0.05,0.25,0.75,0.5,0.2,0,1,1,1,2,2,0,d,0,63,2,0,0,0,1,1,0
162,0.14,0.75,0.25,0.04,0.14,0.75,0.55,0.1,0,1,4,4,4,4,0,g,1,70,3,NA,NA,NA,NA,0,0
163,0,0.5,0.8,0.6,0,0.5,0.8,0.6,0,1,6,5,6,6,1,e,1,35,2,1,0,0,0,0,0
164,0.32,0.68,0.43,0.22,0.32,0.72,0.52,0.18,0,1,2,2,5,6,1,g,0,34,0,1,0,1,0,0,0
165,0.5,0.7,0.1,0,0.75,0.45,0.05,0,0,1,5,6,5,4,1,e,0,47,2,1,0,0,0,0,0
166,1,0,0,0,0.8,0.2,0,0,0,1,6,6,7,6,0,e,1,39,2,0,1,0,0,1,0
167,0.1,0.9,0.1,0,NA,NA,NA,NA,0,1,6,4,6,NA,0,d,1,23,0,0,0,1,1,1,0
168,0.7,0.3,0.2,0.05,0.7,0.3,0.2,0.05,0,1,6,6,4,NA,1,f,1,54,11,1,0,0,0,0,0
169,0.33,0.9,0.18,0.01,0.2,0.68,0.55,0.2,0,1,6,6,4,3,0,g,1,49,2,NA,NA,NA,NA,0,0
170,0.1,0.75,0.3,0.1,0.1,0.4,0.4,0.1,0,1,4,4,5,3,1,e,1,41,2,0,0,1,1,1,0
171,0.12,0.5,0.5,0.8,0.08,0.75,0.75,0.28,0,1,6,5,5,7,1,e,1,34,0,0,1,0,0,0,0
172,0.1,0.68,0.34,0.22,0.1,0.68,0.34,0.22,0,1,6,6,4,5,1,e,1,35,3,0,0,0,1,1,0
173,0.75,0.5,0.35,0.2,0.7,0.8,0.65,0.4,0,1,3,4,5,5,1,e,1,48,3,0,1,0,0,0,0
174,0.05,0.25,0.9,0.6,0.05,0.5,0.5,0.05,0,1,5,5,6,6,0,g,1,59,2,0,0,1,1,1,0
